supercontig,mic_beg,mic_end,IES_ID,IES_size
supercont2.134,131206,136288,IES-01135-r17,5083
supercont2.134,154947,157768,IES-01136-r16,2822
supercont2.134,161299,170529,IES-01137-r13,9231
supercont2.134,192668,207167,IES-01138-r5,14500
supercont2.134,208459,213986,IES-01139-r6,5528
supercont2.134,221226,223031,IES-01140-r7,1806
supercont2.134,225483,226984,IES-01141-r7,1502
supercont2.134,262102,265937,IES-01142-r18,3836
supercont2.134,270449,270689,IES-01143-r18,241
supercont2.134,273892,277795,IES-01144-r8,3904
supercont2.135,3616,10936,IES-01145-r7,7321
supercont2.135,12795,15171,IES-01146-r10,2377
supercont2.135,16485,20592,IES-01147-r9,4108
supercont2.135,31060,34075,IES-01148-r3,3016
supercont2.135,43323,54371,IES-01149-r11,11049
supercont2.135,55936,60265,IES-01150-r13,4330
supercont2.135,61876,64239,IES-01151-r19,2364
supercont2.135,105710,107542,IES-01152-r4,1833
supercont2.135,109674,125340,IES-01153-r5,15667
supercont2.135,127479,128331,IES-01154-r6,853
supercont2.135,131169,131523,IES-01155-r6,355
supercont2.135,190833,196940,IES-01156-r8,6108
supercont2.135,207093,212070,IES-01157-r11,4978
supercont2.135,238056,241138,IES-01158-r15,3083
supercont2.135,243252,245799,IES-01159-r14,2548
supercont2.135,250566,254926,IES-01160-r19,4361
supercont2.135,262311,265202,IES-01161-r9,2892
supercont2.136,10871,20314,IES-01162-r20,9444
supercont2.136,29225,31665,IES-01163-r13,2441
supercont2.136,54162,59759,IES-01164-r16,5598
supercont2.136,82803,95923,IES-01165-r3,13121
supercont2.136,109091,115090,IES-01166-r12,6000
supercont2.136,147363,149547,IES-01167-r7,2185
supercont2.136,157761,161356,IES-01168-r15,3596
supercont2.136,164285,167842,IES-01169-r17,3558
supercont2.136,195096,200312,IES-01170-r12,5217
supercont2.136,212667,215247,IES-01171-r23,2581
supercont2.136,216146,221273,IES-01172-r14,5128
supercont2.136,235205,237916,IES-01173-r10,2712
supercont2.136,239584,250600,IES-01174-r9,11017
supercont2.136,253938,261282,IES-01175-r23,7345
supercont2.136,270731,274596,IES-01176-r22,3866
supercont2.137,3325,18796,IES-01177-r9,15472
supercont2.137,19853,23640,IES-01178-r9,3788
supercont2.137,24774,25955,IES-01179-r15,1182
supercont2.137,71182,74457,IES-01180-r12,3276
supercont2.137,84591,90414,IES-01181-r3,5824
supercont2.137,105533,108353,IES-01182-r8,2821
supercont2.137,143693,147634,IES-01183-r14,3942
supercont2.137,154270,157422,IES-01184-r16,3153
supercont2.137,165318,167354,IES-01185-r14,2037
supercont2.137,175459,176699,IES-01186-r20,1241
supercont2.137,203422,207248,IES-01187-r26,3827
supercont2.137,215947,218936,IES-01188-r61,2990
supercont2.137,219700,225813,IES-01189-r60,6114
supercont2.137,232381,240840,IES-01190-r15,8460
supercont2.137,241885,248712,IES-01191-r3,6828
supercont2.137,255255,257891,IES-01192-r17,2637
supercont2.137,277638,280826,IES-01193-r15,3189
supercont2.138,6913,13814,IES-01194-r9,6902
supercont2.138,16346,19334,IES-01195-r12,2989
supercont2.138,33778,42551,IES-01196-r10,8774
supercont2.138,44435,48618,IES-01197-r12,4184
supercont2.138,51014,53401,IES-01198-r19,2388
supercont2.138,56637,58945,IES-01199-r14,2309
supercont2.138,70150,73052,IES-01200-r8,2903
supercont2.138,84250,89708,IES-01201-r8,5459
supercont2.138,92189,93190,IES-01202-r8,1002
supercont2.138,96188,98039,IES-01203-r3,1852
supercont2.138,100219,102666,IES-01204-r15,2448
supercont2.138,104221,108771,IES-01205-r7,4551
supercont2.138,110548,113313,IES-01206-r12,2766
supercont2.138,114329,117313,IES-01207-r3,2985
supercont2.138,124020,157904,IES-01208-r3,33885
supercont2.139,1413,4366,IES-01210-r11,2954
supercont2.139,7837,12671,IES-01211-r12,4835
supercont2.139,123260,126213,IES-01212-r13,2954
supercont2.139,183539,185868,IES-01213-r12,2330
supercont2.139,232435,234729,IES-01214-r10,2295
supercont2.139,238249,240542,IES-01215-r16,2294
supercont2.139,260196,261477,IES-01216-r18,1282
supercont2.14,1545,9937,IES-01217-r9,8393
supercont2.14,13266,14410,IES-01218-r11,1145
supercont2.14,16768,24589,IES-01219-r10,7822
supercont2.14,26273,37603,IES-01220-r12,11331
supercont2.14,40845,42538,IES-01221-r13,1694
supercont2.14,49098,52612,IES-01222-r15,3515
supercont2.14,138701,139585,IES-01223-r8,885
supercont2.14,168170,171125,IES-01224-r7,2956
supercont2.14,172180,179891,IES-01225-r10,7712
supercont2.14,185251,188572,IES-01226-r8,3322
supercont2.14,246728,252048,IES-01227-r13,5321
supercont2.14,286297,286939,IES-01228-r14,643
supercont2.14,355586,356012,IES-01229-r19,427
supercont2.14,399470,403215,IES-01230-r14,3746
supercont2.14,429593,432006,IES-01231-r12,2414
supercont2.14,472462,477418,IES-01232-r15,4957
supercont2.14,514904,516942,IES-01233-r13,2039
supercont2.14,522341,524294,IES-01234-r12,1954
supercont2.14,543532,546337,IES-01235-r17,2806
supercont2.14,592071,594104,IES-01236-r7,2034
supercont2.14,648614,652333,IES-01237-r15,3720
supercont2.14,711560,715075,IES-01238-r17,3516
supercont2.14,758976,760680,IES-01239-r19,1705
supercont2.14,774556,777498,IES-01240-r16,2943
supercont2.14,784073,787997,IES-01241-r13,3925
supercont2.14,805978,807459,IES-01242-r16,1482
supercont2.14,817614,818068,IES-01243-r10,455
supercont2.14,832136,837463,IES-01244-r10,5328
supercont2.14,855308,856677,IES-01245-r17,1370
supercont2.14,923579,924754,IES-01246-r14,1176
supercont2.14,932888,934181,IES-01247-r18,1294
supercont2.14,942527,948710,IES-01248-r20,6184
supercont2.14,952515,956728,IES-01249-r12,4214
supercont2.14,993532,996469,IES-01250-r14,2938
supercont2.14,1009655,1012544,IES-01251-r14,2890
supercont2.14,1255686,1258100,IES-01252-r11,2415
supercont2.14,1270560,1272551,IES-01253-r15,1992
supercont2.14,1316387,1319801,IES-01254-r19,3415
supercont2.14,1322513,1326508,IES-01255-r9,3996
supercont2.14,1346966,1348558,IES-01256-r15,1593
supercont2.14,1410314,1412227,IES-01257-r17,1914
supercont2.14,1418165,1418861,IES-01258-r17,697
supercont2.14,1460474,1463287,IES-01259-r15,2814
supercont2.140,18900,23223,IES-01260-r23,4324
supercont2.140,102458,106130,IES-01261-r17,3673
supercont2.140,120566,123238,IES-01262-r9,2673
supercont2.140,138304,139400,IES-01263-r14,1097
supercont2.140,147235,147665,IES-01264-r19,431
supercont2.140,153974,158293,IES-01265-r13,4320
supercont2.140,166941,169577,IES-01266-r12,2637
supercont2.140,174242,177207,IES-01267-r12,2966
supercont2.140,235578,238584,IES-01268-r16,3007
supercont2.140,240933,243691,IES-01269-r14,2759
supercont2.141,21589,33854,IES-01270-r13,12266
supercont2.141,48606,61928,IES-01271-r17,13323
supercont2.141,64544,73257,IES-01272-r19,8714
supercont2.141,75808,79082,IES-01273-r15,3275
supercont2.141,81683,86296,IES-01274-r6,4614
supercont2.141,90101,93752,IES-01275-r16,3652
supercont2.141,95704,97772,IES-01276-r25,2069
supercont2.141,100048,102282,IES-01277-r12,2235
supercont2.141,130743,134844,IES-01278-r8,4102
supercont2.141,137356,140386,IES-01279-r10,3031
supercont2.141,142479,146732,IES-01280-r14,4254
supercont2.141,156981,161103,IES-01281-r14,4123
supercont2.141,180480,184769,IES-01282-r4,4290
supercont2.141,189675,196131,IES-01283-r4,6457
supercont2.141,202341,206634,IES-01284-r3,4294
supercont2.141,213649,220824,IES-01285-r6,7176
supercont2.141,229512,233893,IES-01286-r12,4382
supercont2.141,235160,236690,IES-01287-r9,1531
supercont2.141,242913,245616,IES-01288-r11,2704
supercont2.142,16825,20209,IES-01291-r9,3385
supercont2.142,26211,28123,IES-01292-r6,1913
supercont2.142,30798,35567,IES-01293-r7,4770
supercont2.142,36911,40516,IES-01294-r5,3606
supercont2.142,41840,48625,IES-01295-r8,6786
supercont2.142,53206,58771,IES-01296-r3,5566
supercont2.142,60013,78555,IES-01297-r4,18543
supercont2.142,81446,82050,IES-01298-r11,605
supercont2.142,83711,87220,IES-01299-r9,3510
supercont2.142,88235,99667,IES-01300-r10,11433
supercont2.142,102684,113103,IES-01301-r10,10420
supercont2.142,126463,130030,IES-01302-r10,3568
supercont2.142,142555,151196,IES-01303-r5,8642
supercont2.142,173186,175726,IES-01304-r11,2541
supercont2.142,228424,231996,IES-01305-r13,3573
supercont2.142,238480,246678,IES-01306-r9,8199
supercont2.143,42255,46095,IES-01307-r6,3841
supercont2.143,47769,50700,IES-01308-r11,2932
supercont2.143,52509,56325,IES-01309-r9,3817
supercont2.143,60880,69811,IES-01310-r15,8932
supercont2.143,87172,114407,IES-01311-r7,27236
supercont2.143,137144,142473,IES-01312-r10,5330
supercont2.143,145514,154327,IES-01313-r5,8814
supercont2.143,156843,165152,IES-01314-r6,8310
supercont2.143,174061,181472,IES-01315-r4,7412
supercont2.143,182566,188514,IES-01316-r4,5949
supercont2.143,193258,197953,IES-01317-r12,4696
supercont2.143,223523,226564,IES-01318-r16,3042
supercont2.143,230455,232176,IES-01319-r8,1722
supercont2.143,234076,238447,IES-01320-r7,4372
supercont2.143,240882,241906,IES-01321-r4,1025
supercont2.143,247099,251826,IES-01322-r5,4728
supercont2.143,255775,258131,IES-01323-r3,2357
supercont2.143,267427,273736,IES-01324-r6,6310
supercont2.144,4291,6733,IES-01325-r10,2443
supercont2.144,7831,9413,IES-01326-r19,1583
supercont2.144,15580,31243,IES-01327-r10,15664
supercont2.144,35886,36473,IES-01328-r10,588
supercont2.144,40430,42789,IES-01329-r15,2360
supercont2.144,49690,52850,IES-01330-r16,3161
supercont2.144,58265,63027,IES-01331-r16,4763
supercont2.144,76418,84593,IES-01332-r8,8176
supercont2.144,94073,94642,IES-01333-r11,570
supercont2.144,100024,102040,IES-01334-r22,2017
supercont2.144,130482,130978,IES-01335-r14,497
supercont2.144,142057,143479,IES-01336-r13,1423
supercont2.144,155963,157583,IES-01337-r21,1621
supercont2.144,197456,199583,IES-01338-r18,2128
supercont2.144,255338,261812,IES-01339-r12,6475
supercont2.145,7661,27017,IES-01340-r14,19357
supercont2.145,39188,40352,IES-01341-r11,1165
supercont2.145,43631,46025,IES-01342-r12,2395
supercont2.145,71011,74480,IES-01343-r9,3470
supercont2.145,79666,82329,IES-01344-r13,2664
supercont2.145,86063,87794,IES-01345-r13,1732
supercont2.145,94417,94895,IES-01346-r11,479
supercont2.145,122080,124409,IES-01347-r12,2330
supercont2.145,131160,137523,IES-01348-r17,6364
supercont2.145,140043,142435,IES-01349-r13,2393
supercont2.145,150505,153895,IES-01350-r12,3391
supercont2.145,163418,164845,IES-01351-r14,1428
supercont2.145,169817,171004,IES-01352-r4,1188
supercont2.145,173784,177999,IES-01353-r7,4216
supercont2.145,192690,194634,IES-01356-r11,1945
supercont2.145,200121,203179,IES-01357-r10,3059
supercont2.145,232690,233958,IES-01358-r14,1269
supercont2.145,235962,236828,IES-01359-r15,867
supercont2.145,244074,248786,IES-01360-r12,4713
supercont2.145,259799,261378,IES-01361-r9,1580
supercont2.145,263342,264217,IES-01362-r7,876
supercont2.146,1319,5706,IES-01363-r10,4388
supercont2.146,22161,29158,IES-01364-r13,6998
supercont2.146,36787,41764,IES-01365-r14,4978
supercont2.146,48022,56474,IES-01366-r21,8453
supercont2.146,57746,64226,IES-01367-r23,6481
supercont2.146,70769,72938,IES-01368-r12,2170
supercont2.146,89208,93430,IES-01369-r11,4223
supercont2.146,106614,112477,IES-01371-r6,5864
supercont2.146,113605,117152,IES-01372-r5,3548
supercont2.146,128969,130310,IES-01373-r15,1342
supercont2.146,141962,143790,IES-01374-r13,1829
supercont2.146,147877,149408,IES-01375-r14,1532
supercont2.146,176092,178059,IES-01376-r16,1968
supercont2.146,179003,179855,IES-01377-r16,853
supercont2.146,184917,189823,IES-01378-r8,4907
supercont2.146,202137,210574,IES-01379-r21,8438
supercont2.146,226724,229518,IES-01380-r11,2795
supercont2.147,6248,10596,IES-01382-r8,4349
supercont2.147,23545,30848,IES-01383-r15,7304
supercont2.147,42829,48458,IES-01384-r7,5630
supercont2.147,50166,54211,IES-01385-r17,4046
supercont2.147,57469,61476,IES-01386-r13,4008
supercont2.147,67493,73057,IES-01387-r11,5565
supercont2.147,78362,85048,IES-01388-r14,6687
supercont2.147,89794,94667,IES-01389-r14,4874
supercont2.147,113336,115236,IES-01390-r7,1901
supercont2.147,121659,122628,IES-01391-r17,970
supercont2.147,128191,131920,IES-01392-r18,3730
supercont2.147,134407,136763,IES-01393-r10,2357
supercont2.147,139388,140794,IES-01394-r8,1407
supercont2.147,144187,145491,IES-01395-r7,1305
supercont2.147,153833,157033,IES-01396-r7,3201
supercont2.147,184521,187487,IES-01397-r7,2967
supercont2.147,201698,205957,IES-01398-r17,4260
supercont2.147,210526,213532,IES-01399-r13,3007
supercont2.147,222647,226384,IES-01400-r10,3738
supercont2.147,230304,232182,IES-01401-r11,1879
supercont2.147,242127,249001,IES-01402-r8,6875
supercont2.148,5483,10041,IES-01403-r11,4559
supercont2.148,12461,13566,IES-01404-r13,1106
supercont2.148,17583,18906,IES-01405-r11,1324
supercont2.148,22267,24502,IES-01406-r26,2236
supercont2.148,27577,34590,IES-01407-r17,7014
supercont2.148,60643,65619,IES-01408-r20,4977
supercont2.148,68158,70146,IES-01409-r19,1989
supercont2.148,72922,78060,IES-01410-r18,5139
supercont2.148,81352,82956,IES-01411-r18,1605
supercont2.148,96892,101147,IES-01412-r10,4256
supercont2.148,107089,113286,IES-01413-r17,6198
supercont2.148,114523,119663,IES-01414-r18,5141
supercont2.148,123353,126809,IES-01415-r15,3457
supercont2.148,143576,145270,IES-01416-r12,1695
supercont2.148,165734,167826,IES-01417-r19,2093
supercont2.148,178635,179533,IES-01418-r8,899
supercont2.148,180633,184433,IES-01419-r13,3801
supercont2.148,185243,187408,IES-01420-r15,2166
supercont2.148,221844,226151,IES-01421-r16,4308
supercont2.149,12829,16562,IES-01422-r12,3734
supercont2.149,30076,38756,IES-01423-r13,8681
supercont2.149,41283,51060,IES-01424-r5,9778
supercont2.149,68665,73720,IES-01425-r16,5056
supercont2.149,76242,80761,IES-01426-r13,4520
supercont2.149,81756,86173,IES-01427-r16,4418
supercont2.149,91014,98524,IES-01428-r9,7511
supercont2.149,116109,125294,IES-01429-r17,9186
supercont2.149,129884,140668,IES-01430-r10,10785
supercont2.149,143738,147747,IES-01431-r13,4010
supercont2.149,152254,156302,IES-01432-r11,4049
supercont2.149,173071,174774,IES-01433-r18,1704
supercont2.149,179857,184812,IES-01434-r11,4956
supercont2.149,189455,191156,IES-01435-r16,1702
supercont2.149,199692,201834,IES-01436-r14,2143
supercont2.149,221706,229614,IES-01437-r11,7909
supercont2.149,230827,233120,IES-01438-r9,2294
supercont2.149,237293,238375,IES-01439-r17,1083
supercont2.149,240086,244768,IES-01440-r15,4683
supercont2.15,5759,7507,IES-01441-r8,1749
supercont2.15,10420,13751,IES-01442-r12,3332
supercont2.15,22438,24821,IES-01443-r8,2384
supercont2.15,27545,31646,IES-01444-r14,4102
supercont2.15,33730,35201,IES-01445-r11,1472
supercont2.15,36643,40326,IES-01446-r9,3684
supercont2.15,62402,64309,IES-01447-r15,1908
supercont2.15,68133,70993,IES-01448-r18,2861
supercont2.15,79725,80341,IES-01449-r13,617
supercont2.15,83508,85790,IES-01450-r11,2283
supercont2.15,114014,120972,IES-01451-r24,6959
supercont2.15,126438,127460,IES-01452-r12,1023
supercont2.15,196964,209424,IES-01453-r31,12461
supercont2.15,217449,222239,IES-01454-r19,4791
supercont2.15,223460,239966,IES-01455-r10,16507
supercont2.15,294780,298111,IES-01456-r11,3332
supercont2.15,327780,328541,IES-01457-r18,762
supercont2.15,334535,336683,IES-01458-r15,2149
supercont2.15,353099,356681,IES-01459-r11,3583
supercont2.15,365432,368755,IES-01460-r15,3324
supercont2.15,374810,376070,IES-01461-r14,1261
supercont2.15,406298,407343,IES-01462-r12,1046
supercont2.15,428730,431783,IES-01463-r13,3054
supercont2.15,470696,473172,IES-01464-r8,2477
supercont2.15,481268,485117,IES-01465-r12,3850
supercont2.15,546589,551249,IES-01466-r12,4661
supercont2.15,556371,558952,IES-01467-r12,2582
supercont2.15,571451,574925,IES-01468-r19,3475
supercont2.15,611032,612172,IES-01469-r13,1141
supercont2.15,651519,655001,IES-01470-r14,3483
supercont2.15,665545,668598,IES-01471-r11,3054
supercont2.15,674503,676018,IES-01472-r14,1516
supercont2.15,693821,697064,IES-01473-r17,3244
supercont2.15,718923,722944,IES-01474-r14,4022
supercont2.15,790423,792391,IES-01475-r15,1969
supercont2.15,802863,804618,IES-01476-r19,1756
supercont2.15,893521,894978,IES-01477-r13,1458
supercont2.15,898174,899634,IES-01478-r17,1461
supercont2.15,935264,936628,IES-01479-r17,1365
supercont2.15,945509,946670,IES-01480-r16,1162
supercont2.15,990037,1000728,IES-01481-r13,10692
supercont2.15,1004034,1012832,IES-01482-r11,8799
supercont2.15,1016656,1023340,IES-01483-r8,6685
supercont2.15,1038146,1041319,IES-01484-r10,3174
supercont2.15,1105627,1106424,IES-01485-r18,798
supercont2.15,1118519,1125305,IES-01486-r6,6787
supercont2.15,1144070,1148608,IES-01487-r17,4539
supercont2.15,1194345,1195110,IES-01488-r20,766
supercont2.15,1249692,1251664,IES-01489-r15,1973
supercont2.15,1258250,1258830,IES-01490-r11,581
supercont2.15,1272880,1274205,IES-01491-r17,1326
supercont2.15,1303534,1304965,IES-01492-r20,1432
supercont2.15,1327728,1328624,IES-01493-r11,897
supercont2.15,1388026,1388848,IES-01494-r13,823
supercont2.15,1414433,1415313,IES-01495-r14,881
supercont2.15,1420876,1422194,IES-01496-r16,1319
supercont2.150,23118,25815,IES-01498-r16,2698
supercont2.150,87796,90800,IES-01499-r14,3005
supercont2.150,108981,111824,IES-01500-r10,2844
supercont2.150,130194,131884,IES-01501-r22,1691
supercont2.150,181742,183287,IES-01502-r14,1546
supercont2.150,210993,216594,IES-01503-r15,5602
supercont2.151,19866,27805,IES-01504-r13,7940
supercont2.151,30285,31905,IES-01505-r23,1621
supercont2.151,37958,38587,IES-01506-r13,630
supercont2.151,41436,62435,IES-01507-r7,21000
supercont2.151,69622,73249,IES-01508-r14,3628
supercont2.151,86816,91946,IES-01509-r12,5131
supercont2.151,93799,104657,IES-01510-r12,10859
supercont2.151,107503,111420,IES-01511-r11,3918
supercont2.151,148018,150756,IES-01512-r6,2739
supercont2.151,166491,170896,IES-01513-r9,4406
supercont2.151,176626,180025,IES-01514-r22,3400
supercont2.151,181850,183700,IES-01515-r24,1851
supercont2.151,187174,193119,IES-01516-r22,5946
supercont2.151,195004,196970,IES-01517-r21,1967
supercont2.151,198345,199575,IES-01518-r21,1231
supercont2.151,200613,203235,IES-01519-r14,2623
supercont2.151,214291,217348,IES-01520-r12,3058
supercont2.151,220075,224843,IES-01521-r11,4769
supercont2.151,228962,236869,IES-01522-r6,7908
supercont2.151,238038,240820,IES-01523-r7,2783
supercont2.152,17505,24604,IES-01524-r11,7100
supercont2.152,30476,32100,IES-01525-r11,1625
supercont2.152,82156,85356,IES-01526-r16,3201
supercont2.152,112025,113712,IES-01527-r5,1688
supercont2.152,142930,145623,IES-01528-r15,2694
supercont2.152,151467,153800,IES-01529-r10,2334
supercont2.152,157202,157771,IES-01530-r11,570
supercont2.152,170565,172322,IES-01531-r23,1758
supercont2.152,177683,181870,IES-01532-r11,4188
supercont2.152,202827,205860,IES-01533-r11,3034
supercont2.152,211944,217174,IES-01534-r10,5231
supercont2.152,220598,226253,IES-01535-r17,5656
supercont2.153,19509,24634,IES-01536-r9,5126
supercont2.153,27052,30121,IES-01537-r6,3070
supercont2.153,33426,37062,IES-01538-r4,3637
supercont2.153,55236,58568,IES-01539-r12,3333
supercont2.153,63076,65515,IES-01540-r9,2440
supercont2.153,70745,73630,IES-01541-r8,2886
supercont2.153,83435,96474,IES-01542-r17,13040
supercont2.153,101220,101475,IES-01543-r7,256
supercont2.153,102984,107913,IES-01544-r13,4930
supercont2.153,117925,120930,IES-01545-r13,3006
supercont2.153,125669,128092,IES-01546-r14,2424
supercont2.153,160173,173544,IES-01547-r13,13372
supercont2.153,186280,188647,IES-01548-r8,2368
supercont2.153,192118,193903,IES-01549-r11,1786
supercont2.153,207937,208428,IES-01550-r6,492
supercont2.153,226705,231642,IES-01551-r9,4938
supercont2.154,29669,30864,IES-01553-r8,1196
supercont2.154,75125,77103,IES-01554-r10,1979
supercont2.154,97679,105520,IES-01555-r7,7842
supercont2.154,106614,112906,IES-01556-r8,6293
supercont2.154,114589,124301,IES-01557-r6,9713
supercont2.154,139143,141569,IES-01558-r5,2427
supercont2.154,195485,198624,IES-01559-r7,3140
supercont2.154,210511,214154,IES-01560-r13,3644
supercont2.154,216166,234984,IES-01561-r10,18819
supercont2.154,239586,244569,IES-01562-r11,4984
supercont2.155,2505,9078,IES-01563-r13,6574
supercont2.155,12094,16058,IES-01564-r16,3965
supercont2.155,26179,29100,IES-01565-r13,2922
supercont2.155,30405,36640,IES-01566-r9,6236
supercont2.155,72782,73747,IES-01567-r15,966
supercont2.155,83484,96890,IES-01568-r17,13407
supercont2.155,99342,107676,IES-01569-r11,8335
supercont2.155,126931,132439,IES-01570-r11,5509
supercont2.155,134461,137283,IES-01571-r13,2823
supercont2.155,138575,141246,IES-01572-r23,2672
supercont2.155,143099,143665,IES-01573-r13,567
supercont2.155,145021,151885,IES-01574-r17,6865
supercont2.155,167552,183608,IES-01575-r8,16057
supercont2.155,184818,187426,IES-01576-r16,2609
supercont2.155,189607,195538,IES-01577-r6,5932
supercont2.155,196840,199218,IES-01578-r13,2379
supercont2.155,222675,224773,IES-01579-r11,2099
supercont2.155,228687,230910,IES-01580-r13,2224
supercont2.155,232479,235800,IES-01581-r12,3322
supercont2.155,243562,245172,IES-01582-r10,1611
supercont2.156,24199,34028,IES-01583-r4,9830
supercont2.156,85880,88083,IES-01584-r10,2204
supercont2.156,98502,105587,IES-01585-r19,7086
supercont2.156,132008,132828,IES-01586-r9,821
supercont2.156,134012,134589,IES-01587-r10,578
supercont2.156,161973,168019,IES-01588-r12,6047
supercont2.156,170829,172297,IES-01589-r10,1469
supercont2.156,174789,180191,IES-01590-r12,5403
supercont2.156,185941,187285,IES-01591-r10,1345
supercont2.156,190499,193234,IES-01592-r11,2736
supercont2.156,195925,198286,IES-01593-r7,2362
supercont2.156,201083,203720,IES-01594-r15,2638
supercont2.156,206460,212336,IES-01595-r7,5877
supercont2.156,213072,213524,IES-01596-r16,453
supercont2.156,215791,229393,IES-01597-r13,13603
supercont2.157,22270,34597,IES-01598-r7,12328
supercont2.157,37649,41431,IES-01599-r13,3783
supercont2.157,50692,54126,IES-01600-r11,3435
supercont2.157,58324,68218,IES-01601-r12,9895
supercont2.157,69355,77695,IES-01602-r6,8341
supercont2.157,81076,86803,IES-01603-r11,5728
supercont2.157,93493,97755,IES-01604-r13,4263
supercont2.157,108286,112176,IES-01605-r17,3891
supercont2.157,117408,120346,IES-01606-r18,2939
supercont2.157,127646,141953,IES-01607-r24,14308
supercont2.157,150505,155241,IES-01608-r12,4737
supercont2.157,163539,168316,IES-01609-r22,4778
supercont2.158,12257,19126,IES-01610-r10,6870
supercont2.158,23516,26072,IES-01611-r7,2557
supercont2.158,49750,50736,IES-01612-r23,987
supercont2.158,122140,125424,IES-01613-r18,3285
supercont2.158,167790,171831,IES-01614-r8,4042
supercont2.158,188187,191940,IES-01615-r12,3754
supercont2.158,199457,201498,IES-01616-r17,2042
supercont2.158,202416,205789,IES-01617-r8,3374
supercont2.158,207345,214065,IES-01618-r9,6721
supercont2.159,15458,21146,IES-01619-r15,5689
supercont2.159,29377,33133,IES-01620-r9,3757
supercont2.159,35774,38974,IES-01621-r19,3201
supercont2.159,41705,61823,IES-01622-r14,20119
supercont2.159,82931,93606,IES-01623-r8,10676
supercont2.159,111546,115139,IES-01624-r6,3594
supercont2.159,126489,140278,IES-01625-r10,13790
supercont2.159,143323,156869,IES-01626-r13,13547
supercont2.159,172948,176542,IES-01627-r14,3595
supercont2.159,177882,183964,IES-01628-r11,6083
supercont2.159,187828,189061,IES-01629-r5,1234
supercont2.159,191039,196502,IES-01630-r4,5464
supercont2.159,199230,204003,IES-01631-r5,4774
supercont2.159,206422,210715,IES-01632-r10,4294
supercont2.159,213577,215989,IES-01633-r14,2413
supercont2.159,218110,223752,IES-01634-r15,5643
supercont2.16,11104,12554,IES-01635-r11,1451
supercont2.16,15745,19034,IES-01636-r10,3290
supercont2.16,23718,26630,IES-01637-r16,2913
supercont2.16,53621,56419,IES-01638-r6,2799
supercont2.16,131661,133980,IES-01639-r14,2320
supercont2.16,142139,146295,IES-01640-r17,4157
supercont2.16,154194,156602,IES-01641-r17,2409
supercont2.16,159347,163398,IES-01642-r15,4052
supercont2.16,171418,172599,IES-01643-r10,1182
supercont2.16,193416,197478,IES-01644-r15,4063
supercont2.16,202841,205858,IES-01645-r9,3018
supercont2.16,209670,212722,IES-01646-r15,3053
supercont2.16,233758,235853,IES-01647-r15,2096
supercont2.16,252453,255063,IES-01648-r17,2611
supercont2.16,280456,287558,IES-01649-r22,7103
supercont2.16,342097,342884,IES-01650-r14,788
supercont2.16,347635,350271,IES-01651-r10,2637
supercont2.16,374234,380389,IES-01652-r10,6156
supercont2.16,386720,393654,IES-01653-r15,6935
supercont2.16,409162,418802,IES-01654-r10,9641
supercont2.16,489500,494430,IES-01655-r11,4931
supercont2.16,676443,677289,IES-01656-r12,847
supercont2.16,686973,689052,IES-01657-r14,2080
supercont2.16,713059,716198,IES-01658-r14,3140
supercont2.16,789099,795655,IES-01659-r17,6557
supercont2.16,797675,799494,IES-01660-r9,1820
supercont2.16,801571,818460,IES-01661-r19,16890
supercont2.16,820638,823823,IES-01662-r22,3186
supercont2.16,836776,838913,IES-01663-r6,2138
supercont2.16,861113,862806,IES-01664-r20,1694
supercont2.16,896987,897500,IES-01665-r14,514
supercont2.16,900580,902880,IES-01666-r12,2301
supercont2.16,906177,907248,IES-01667-r16,1072
supercont2.16,912226,914039,IES-01668-r20,1814
supercont2.16,917069,917748,IES-01669-r15,680
supercont2.16,939936,942655,IES-01670-r14,2720
supercont2.16,985103,988443,IES-01671-r18,3341
supercont2.16,1022813,1028269,IES-01672-r15,5457
supercont2.16,1030979,1045136,IES-01673-r18,14158
supercont2.16,1047515,1051451,IES-01674-r8,3937
supercont2.16,1052429,1054731,IES-01675-r10,2303
supercont2.16,1186744,1189451,IES-01676-r16,2708
supercont2.16,1245060,1249306,IES-01677-r14,4247
supercont2.16,1265270,1266710,IES-01678-r18,1441
supercont2.16,1277340,1280549,IES-01679-r9,3210
supercont2.16,1283425,1285134,IES-01680-r13,1710
supercont2.16,1286606,1288104,IES-01681-r10,1499
supercont2.16,1319813,1322445,IES-01682-r14,2633
supercont2.160,49161,52851,IES-01683-r11,3691
supercont2.160,57434,63551,IES-01684-r8,6118
supercont2.160,65991,69018,IES-01685-r12,3028
supercont2.160,70754,73203,IES-01686-r17,2450
supercont2.160,74744,76996,IES-01687-r5,2253
supercont2.160,84543,85941,IES-01688-r21,1399
supercont2.160,88064,90835,IES-01689-r21,2772
supercont2.160,93106,96914,IES-01690-r22,3809
supercont2.160,100952,106841,IES-01691-r17,5890
supercont2.160,110980,112651,IES-01692-r6,1672
supercont2.160,117486,121904,IES-01693-r8,4419
supercont2.160,122910,123762,IES-01694-r14,853
supercont2.160,130629,136994,IES-01695-r5,6366
supercont2.160,151495,160823,IES-01696-r16,9329
supercont2.160,163992,165768,IES-01697-r10,1777
supercont2.160,171190,173599,IES-01698-r6,2410
supercont2.160,174916,176947,IES-01699-r4,2032
supercont2.160,180520,183092,IES-01700-r15,2573
